"ratingDate","partial_entry"
"Diulas pada 5 Januari 2016","Berkunjung beberapa kali kesini, terakhir kali mengajak berkeliling teman dari luar negeri. Tempatnya arristik, adem karena ada pohon besarnya, di dalam gedung agak panas dan pengap mungkin karena bangunan tua. Next time mau coba wisata bawah tanahnya yang terkenal angker"
"Diulas pada 4 Januari 2016","Untuk Pengetahuan tentang Sejarah Indonesia,lebih mudah dipahami dan dipelajari,dan untuk lebih mencintai Sejarah,Budaya,Pariwisata Indonesia.Siapa lagi kalau bukan Orang Indonesia sendiri harus mencintai dan bangga atas keanekaragaman Kebudayaan Indonesia!!!!!!!!"
"",""
"Diulas pada 4 Januari 2016","Gedung Lawang Sewu telah jadi salah satu objek yang harus dikunjungi saat ke Semarang, apalagi Gedung ini persis berada di dekat Simpang Lima Semarang.Keunikan gedung dan berhias jajaran pintu ini merupakan obyek menarik untuk membuat foto. Di halaman Gedung juga ada bekas lokomotif kereta api. Saran mengunjungi siang sampai sore."
"Diulas pada 3 Januari 2016","Gedung ini sudah melalui sejarah yang panjang.  Mitos yang melekat adalah gedung ini angker, karena sempat menjadi markas Tentara Khusus Jepang saat pendudukan Jepang dulu.  Sejatinya gedung ini adalah stasiun kereta api pada jaman belanda.Kekurangan lokasi bersejarah ini adalah tidak tersedianya lokasi parkir yang memadai."
"Diulas pada 2 Januari 2016","Gedung lawang sewu dulunya kantor pemerintahan di masa kolonial Belanda yg di bawahnya terdapat penjara untuk menyiksa pemberontak. Pada masa penjajahan Jepang konon banyak noni abelanda yang diperkosa dan banyak pejabat belanda disiksa dan dibunuh. Itulah awal mula gedung ini katanya jadi banyak hantu. Jika bernyali bawalah guide dan lakukan night tour ke penjara bawah tanah. Gedung ini cantik sayang kurang terawat padahal kalau di luar negeri dijual jadi tour hotel berhantu"
"Diulas pada 2 Januari 2016","Bangunan sudah direnovasi menjadi lebih baik...Tidak seseram yang dibayangkan sekalipun memang sedikit mistis...Koleksi sejarah cukup lengkap dengan lokomotif di halaman depan..."
"Diulas pada 31 Desember 2015","Lokasi dipusat kota semarang, bangunan tampak megah dan kokoh. Tiket masuk 5000/10000 disana ada tour guide yg akan memandu cerita tentang bangunan ini jika kita membayar 30.000. Disini ada museum sejaran kereta api,telpon kuno, kuno dll. Di tengah2 bangunan ini terdapat pohon mangga lalijiwo. Ada juga ruang bawah tanah yg konon katanya dulu dipake untuk penjara/tahanan jepang. Gedung tersebut masih asli sejak berdiri sampe sekarang. Memang ada beberapa pengecatan ulang tetapi tidak merubah bangunan asli. Usia bangunan itu sekarang sdh 111th 😰😰 suasana mistik sangat kental dilokasi. Guide mengatakan bahwa disana  ada -+ 4000 penghuni hii...hiii..hiii😨"
"Diulas pada 31 Desember 2015","Dulu banyak cerita menyeramkan disini, tapi sekarang setelah direnovasi, tempat ini menjadi ramai dikunjungi. Saya melihat keindahan arsitektur masa lampau yang kokoh dan sangat elegan. Sampai saat ini kita bisa melihat keindahan maha karya masa lampau yang masih terawat."
"",""
"Diulas pada 30 Desember 2015","Dengan membayar Rp.10.000 untuk dapat masuk ke bangunan menarik ini yang memiliki banyak sekali pintu oleh karenanya disebut ""Lawang Sewu"" atau Seribu Pintu dalam Bahasa Idonesia.obyek wisata ini terletak tepat di seberang tugu muda, dimana menjadi icon bagi para wisatawan untuk berfoto dengan latar lugu muda dan lwang sewu.didalam bangunan ini terdapat museum tentang sejarah kereta api. anda disarankan untuk menyewa pemandu dengan biaya yang belum termasuk harga tiket diatas. biaya pemandu sekitar 30.000-50.000."
"Diulas pada 30 Desember 2015","Letaknya di Kota Semarang, tempat ini adalah bangunan sejarah peninggalan Belanda, bangunan ini sangat sejuk karena mempunyai seribu jendela"
"Diulas pada 30 Desember 2015","Semenjak digunakan sebagai lokasi syuting film horor, Lawang Sewu tak pernah sepi. Dulu warga sekitar menjadi guide dadakan dan wisata yang paling menarik adalah mengelilingi seluruh kompleks Lawang Sewu yang gelap hanya dengan bantuan penerangan sebuah senter. Namun kini, seolah ingin menepis aura mistis yang sangat kental, pemerintah melalui PT KAI merestorasi bangunan dan lebih mengedepankan sisi sejarah perkeretaapian dan arsitektur bangunan Lawang Sewu sebagai pusat edukasi.Lebih disarankan datang saat malam hari"
"Diulas pada 30 Desember 2015","Salah satu landmark Semarang. Saya pribadi lebih senang melihat dan memotretnya dari luar komplek. Ketimbang masuk dan ikut tur. Namun bagi yang penasaran dengan arsitektur Belanda abad ke-19 dan suasana mistik, ya mending sekalian masuk dan ikut tur. Tiket masuk cuma Rp10 ribu. Plus Rp10 ribu lagi untuk pemandu wisata kalau kamu ingin keliling."
"Diulas pada 30 Desember 2015","Kondisi Gedungnya yang megah, namun kesan sedikit angker masih menyelimuti bangunan bersejarah ini. Kondisi lingkungan saat ini bersih dan terkesan elegan dengan ciri khas arsitektur Eropa yang sangat menawan."
"Diulas pada 30 Desember 2015","Lawang Sewu terletak tidak jauh dari Simpang Lima Semarang, dan mudah diakses oleh transportasi umum. Namun, jangan sampai terlalu larut malam hingga jam 22.00 karena sudah jarang angkutan umum yang lewat di depan kawasan ini.Lawan sewu adalah tempat bersejarah yang unik, dan banyak tempat yang dapat dijadikan tempat berfoto yang epic sekali. Harga tiket masuknya pun sangat terjangkau tidak lebih dari 20.000 Rupiah. Berada disini pun sangat nyaman karena areanya sangat dijaga kebersihannya. Di dalam lawang sewu biasanya disajikan beberapa pameran foto atau miniatur untuk mengisi kekosongan ruangan di Lawang Sewu karena Lawang Sewu memiliki banyak ruangan yang kosong dan berhawa magis, cukup seram berada disini ketika malam hari."
"",""
"Diulas pada 29 Desember 2015","Serasa masuk ke jaman dulu..asli keren. ga ada apa""nya cuma beberapa ruang terisi koleksi. PT.KAI jaman Dulu. Sisanya ya ruang kosong dengan banyak Lawang. Tapi begitu masuk area Lawang sewu coba deh bayangkan lawang sewu masih aktif, serasa masuk ke jaman dahulu. saya suka sensasi yg ditawarkan Lawang sewu. Sampai toilet masih terjaga keunikan nya..dapet bgt jadulnya.. Buat foto-foto keren, banyak bgt lokasi bagus untuk tmpt foto-foto.."
"Diulas pada 29 Desember 2015","Gedung kuno yg wajib dikunjungi bila ke Semarang. Di dlm kita bs melihat sejarah perkeretaapian Indonesia. Ada jg lokomotif kuno maupun miniatur kereta kuno yg bisa dinaiki & sangat disukai anak2. Sayang ketika kami berkunjung ruangan bawah tanah sedang direnovasi shg tdk bisa melihat penjara kuno yg ada di dlmnya."
"Diulas pada 29 Desember 2015","Gedung yang terkenal akan cerita mistisnya ini semakin hari semakin cantik dan tertata. Setelah pemerintah melakukan restorasi terhadap gedung ini, kesan seram tidak terlalu kentara seperti dahulu. hal paling unik dari gedung ini adalah jajaran pintu digedung belakang yang telihat sangat banyak hingga menjadikan nama gedung ini lawang sewu yang berarti 'pintu seribu'. Jika ingin merasakan pengalaman yang sedikit mistis, ikutlah tour ke penjara bawah tanah yang terkenal itu, dengan ditemani pemandu kita akan dibawa menuju bawah tanah melihat penjara gelap dan digenangi air."
"Diulas pada 28 Desember 2015","Bagunan bergaya khas belanda ini memang sangat memukau.  Dari bentuk bangunan dan designnya sangat menarik dan terasa bernuansa magis.  Mulai dari banyaknya ruangan yang berjejer hingga pintu pintu yang tinggi menjulang serta kaca grafir di bagian tangga sangat mengagumkan.  Terlebih lagi jika kita masuk keruangan bawah tanah.  Suasana penjara bawah tanah sangat terasa."
"Diulas pada 28 Desember 2015","Lawang Sewu adalah salah satu lokasi bersejarah peninggalan masa Belanda yang berada di tengah kota Semarang. Lawang sewu yang berarti mempunya pintu banyak, adalah dua buah bangunan utama dan beberapa paviliun bangunan lainnya, Bangunan-bangunan tersebut ada yang berlantai dua atau satu serta dibagian basementnya terdapat beberapa ruangan juga. Akan tetapi untuk ruangan basement sepertinya tidak terbuka untuk umum karena saat itu saya mencari bangunan basementnya tidak ketemu . Bila anda menyukai bangunan-bangunan bersejarah. Anda harus datang kesini."
"Diulas pada 26 Desember 2015","Letaknya strategis di dekat tugu muda, semarang kota. Tiket masuknya mulai 5rb-10rb. Kalau ingin menyewa quide ada biaya tambahan. Tempatnya cocok untuk sekedar berfoto atau jalan-jalan."
"",""
"Diulas pada 23 Desember 2015","Bangunan kuno Belanda ini sangat memukau pengunjung.saya beberapa kali kesana tidak pernah bosan. Sekarang lebih rapi, lbh bersih dan lebih terartur dibanding beberapa tahun lalu ketika saya kesana.Beberapa gedung diperbaiki dan dijadikan museum kereta api yang masih menciri khas kan kekunoan yang menarik. Kita bisa berselfie ria didepan gedung LawangSewu ini yg bila di edit bisa seperti berfoto di luar negeri :P"
"Diulas pada 21 Desember 2015","Gedung bersejarah dikota semarang yang wajib dikunjungi, bangunan nya semakin bagus dan bersih udah banyak perbaikan, kesan angker nya sudah banyak berkurang, sering dijadikan tempat pameran"
"Diulas pada 20 Desember 2015","Bangunan yang sangat terkenal di Semarang terutama suasana mistisBangunannya sedniri sudah direnovasi menjadi lebih bagus daripada dulu. namun ruang bawah tanahnya tetap terbatas. Bisa masuk kesana dengan penjaga lawang sewu.Begitu masuk kedalam langsung terasa hawa dingin, bangunan bersejarah yang terletak di pusat kota semarang.Biasanya ramai di malam hari karena banyak orang yang mencari suasana mistisnya. Pada waktu ramai bisa parkir di DP Mall tepat di sebelah lawang sewu, karena tidak boleh parkir di jalan sekitar lawang sewu."
"Diulas pada 19 Desember 2015","Tempat yang cukup terkenal ini sangat sayang dilewatkan jika anda sedang berada di Semarang. Letaknya yang berada di tengah kota, cukup mudah diakses dan kemegahannya dapat terlihat dari arah muka. Sayangnya lahan parkir kurang memadai, sehingga agak was-was jika meninggalkan kendaraan terlalu lama."
"Diulas pada 18 Desember 2015","Sejarah perkeretaapian Indonesia yang dirintis oleh Belanda disajikan dalam bentuk gambar, benda-benda bersejarah, dan juga video. Video ini mengisahkan perjalanan kereta dari surabaya hingga batavia. Dengan tulisan-tulisan berbahasa Belanda di sepanjang film. Rasanya seperti kembali ke masa lalu."
"Diulas pada 17 Desember 2015","Terdapat bangunan bawah tanah di museum ini .dan dipandu oleh sah seorang guide utk menemani kita ke dalam bawah tanah yg berisi tmpat tahanan di zaman sebelum kemerdekaan."
"",""
"Diulas pada 17 Desember 2015","bangunan ini penuh sejarah, dari lantai bawah tanah yg merupakan bekas tempat tawanan, hingga lt 3 bangunan ke dua yg meupakan tempat pengintai."
"Diulas pada 17 Desember 2015","bangunan yang unik dan kaya dengan sejarah, berkunjung bersama keluarga , di domonasi dengan pintu pintu yangtinggi dan banyakbangunan bersih sepertinya sering di gunakan untuk kunjungan para pelajar,byk informasi yg di dapat dari bangunan ini dan ada lokomotif yg bisa jadi ajang foto fotolebih nyaman jika berkunjung pagi ato sore hari karena di siang hari lumayan panas"
"Diulas pada 16 Desember 2015","lawang sewu adalah salah satu bangunan peninggalan jaman Belanda yang masih terawat. Kita masih bisa melihat dengan jelas struktur bangunan yang begitu bagus dan kokoh. Dengan banyaknya jendela ( sehingga disebut lawang sewu) membuat bangunan ini sangat unik dan mempesona. Bangunan ini dapat kita temui dengan mudah karena letaknya yang persis berhadapan dengan tugu muda lambang kota Semarang,"
"Diulas pada 16 Desember 2015","Dilihat dari segi bangunanya. Gedung ini sangat unik dan masih mempertahankan keasliannya.  Lengkap dengan ""seribu""  pintunya sungguh sangat menarik untuk dikunjungi.  Letak bangunan yang strategis di pusat kota Semarang.  Sayang sekali untuk tidak disinggahi apabila kita berlibir di kota lumpia ini."
"Diulas pada 15 Desember 2015","Menarik memang berkunjung ke Lawang Sewu, kita jadi mengtehaui tentang sejarah berdinya Lawang Sewu. Selama ini Lawang Sewu dikonotasikan dengan keangkeran, apalagi setelah muncul dalam acara televisi tentang ""duina lain"".  Ternyata setelah mengunjungi, banyak manfaat yang diperoleh setidaknya sejarah yang melatabelakanginya.Sebagai tips kalau mau ke Lawang Sewu, untuk muslim sebaiknya punya wudhu dan tidak sompral"
"Diulas pada 14 Desember 2015","Mengunjungi lawangsewu enaknya di sore hari, soalnya kalo siang hari puanas banget deh... jadi nggak asyik buat jalan-jalan karena kita keringetan, apalagi buat foto-foto... bisa-bisa mata kita nyureng2 terus karena nahan silau. nah kao sorean dikit enak tuh, udara nggak panas lagi dan kita bise melek tanpa memicing2kan mata karena silau. buat fotopun hasilnya cerah dan keren pula... hehe... tergantung orangnya juga sih cantik./nggak dan pinter motret/nggak hehe bercanda.... saya maen kesana kalo pas ada tamu dari luar negeri datang, kita ajaklah mereka melihat-lihat lawang sewu... bangunannya benar-benar megah deh, bikin para turis berdecak kagum... sayangnya bukan bikinan bangsa kita yak...  dari segi rancang bangun (cieee...) dan estetika, bangunan lawang sewu memang bagus dan kokoh. sistem pengaturan udara pun bagus banget, jadi didalam gedung hawanya sejuk, bukan karena banyak hantunya loh... kalo itu mah saya nggak tau... recomended banget buat segala usia..."
"",""
"Diulas pada 14 Desember 2015","Gedung Lawang Sewu semakin mempesona setelah direstorasi, jalur wisata dengan informasi yang runut dan pemandu wisatapun siap menjelaskan apa yang pernah terjadi di gedung ini."
"Diulas pada 13 Desember 2015","Kalo temen temen berwisata ke Semarang gak usah ragu - ragu deh buat ke Lawang Sewu. Oke kali ini aku ceritain pengalaman aku waktu jalan bareng temen -temen ke lawang sewu. Waktu itu masih zaman SMK sekitar awal tahun 2015. habis tes semesteran aku sama temen - temen langsung cap cusss ke Semarang hhahahaRute pertama yang langsung kami kunjungi adalah jeng jeng jeng jeng Lawang Sewu. biasa lah intinya kita mau uji nyali githu (uji nyalinya sinang hari tapi) denger - denger katanya lawang sewu kan serem yaudah kita kita coba buat datang kesana. dan akhirntya setelah melalui perjalanan yang sangaaat panjang akhirnya kita sampai juga. di sana kita bayar 5 atau 10 rb kalao gak salah dan langsung kleliling keliling Lawang sewu Guys . Teynyata  di sana kaya museum gitu ada beberapa ulasan sejarah tentang lawang sewu dan dunia PERKERETA'APIAN di Indonesia, dan puas foto-foto dan keliling kita mendatangi tempat jualan souvenir ada berbagai masam souvenir dari baju, gantungan kunci, uang Zaman dulu, banyak deh tapi kita tertarik sama souvenir karikatur wajah kita sendiri. Kurang lebih sekitar 50 rb buat dapetin karya ini guys. tinggal duduk dan digambarlah kita sesuai dengan karakter kita. pokoknya buat kamu yang suka jalan jalan Lawang sewu recomended banget buat kamu hehehe ... tempat ini itu gak serem - serem amat kok, berdasarkan info sih karena udah diperbaiki di beberapa bagian dan waktu aku kesana ada yng masih direnov juga dan malah membuat lawang sewu terkesan Lebih Menarik ..."
"Diulas pada 11 Desember 2015","penasaran karena orang bilang angker banget jadinya saya coba malam jumat pas magrib kesana eh pas ujan lagi . emang kalau jalan sendiri yah serem tp gak takut karena ada pemandunya . bikin jantung berdetak kenceng digedung paling atas katanya banyak penampakan noni noni belanda . tapi sampe saya keluar gedung untungnya saya gak melihat penampakan apa apa . dalam ruangan lembab tp pencahayaan diatur jadi redup redup ."
"Diulas pada 11 Desember 2015","Masuk sore hari dengan kesan awal yang menyeramkan.Banyak sejarah mengenai bangunan ini yang dipandu oleh petugas.Mulai dari awal pertama kali fungsi lawang sewu ini dibuat hingga terowongan bawah tanah yang super angker ( ga berani masuk )Menjelang malam ditutup dan viewnya amazing untuk objek foto"
"Diulas pada 11 Desember 2015","Saya mengunjungi Lawang sewu pas sore hari sekitar jam 6 sore, jadi aura mistisnya langsung terasa banget. Dengan tiket masuk 10.000 rupiah per-orang, kita didampingi oleh guide yang memandu kita memasuki ruangan-ruangan di Lawang sewu dan dia juga menceritakan sejarah dari Lawang sewu ini. Jam buka mulai 06.00 - 19.00 setiap hari. Bangunan terawat banget, dan karena barusan dipugar dan dicat jadi kelihatan bersih, tapi kesan angker masih terasa sih. Karena bangunan ini dulunya adalah gedung kereta api maka sekarang difungsikan sebagai museum kereta api. Banyak pelajaran dan pengetahuan yang bias dipelajari dari museumnya. Keren."
